,decision,titleabstract
3228,Excluded,"Involvement of the serotonergic system in analgesia induced by the influence of low-intensity microwaves on an antipain acupuncture point In experiments on mice, we studied changes in the level of analgesia induced by irradiation of the antipain acupuncture point (AP) E36 by low-intensity microwaves under conditions of modification of the serotonin level in the brain; this level was modified by injection of 300 mg/kg DL-p-chlorophenylalanine (pCPA). The duration of the nociceptive behavioral reaction (licking the limb) caused by injection of the formalin solution into the foot dorsal surface increased 24, 48, and 72 h after pCPA injection by 99.9, 84.4, and 114.4%, as compared with those in animals subjected to microwave irradiation of the AP. E36 with no preliminary pCPA injection. It is concluded that the brain serotonergic system is actively involved in the analgesia effects induced by irradiation of the AP by low-intensity microwaves. © 2002 Plenum Publishing Corporation."
63,Excluded,"Fast neutrons compared with megavoltage X-rays in the treatment of patients with supratentorial glioblastoma: A controlled pilot study The radioresistance of glioblastoma presumably results from the presence of hypoxic cells. In an attempt to overcome this problem, fast neutrons were compared in a controlled pilot study with conventional megavoltage X-rays (photons). Sixty-three patients entered the study between January, 1973 and July, 1976, 30 patients received neutron and 33 received X-ray therapy. The overall mean survival was 11.4 months for those who received photon and 10 months for those who received neutron therapy. Survival rates at 6 and 12 months were 72% and 36%, respectively for photon treated patients, and 77% and 30% for those treated with neutrons. Although neutron therapy did not improve overall survival, examination of the histologic material indicated a considerably greater antitumor effect after neutron therapy than after treatment with photons. In the neutron treated group, at postmortem examination no tumor or only minimal tumor was found in 10 of 12 patients and in one of 4 patients where tissue was obtained from a second craniotomy. In some cases, there was evidence of diffuse damage to normal brain which was in keeping with a clinical syndrome of progressive dementia without localizing signs. Dose, time, and volume factors for neutron therapy to the brain and possible ways of improving results are discussed."
1482,Excluded,"Ondansetron and azithromycin: A common combination that can cause QT interval prolongation and ventricular arrhythmias Case Reports: Ondansetron is a commonly used antiemetic medication which received Food and Drug Administration (FDA) approval in 19911. On September 9, 2011 the FDA announced an ongoing safety review of ondansetron due to suspicion of increasing the risk of abnormal changes in the electrical activity of the heart2. The FDA received numerous reports of patients taking ondansetron with abnormal electrocardiogram (ECG) changes including the potentially fatal cardiac rhythm torsade de pointes2. Ondansetron labeling was updated to warn against prescribing in patients with congenital long QT syndrome. GlaxoSmith Kline, the manufacturer of Zofran, will publish results in the summer of 2012 of an ongoing study investigating the likelihood of ondansetron prolonging the QT interval2. The FDA and manufacturer recommend monitoring electrocardiograms on patients at high risk of arrhythmias1, 2. Azithromycin, a macrolide antibiotic, has fewer case reports of QT interval prolongation after administration3, 4. Other macrolide antibiotics have been associated with QT interval prolongation but the manufacturer currently does not recommend monitoring electrocardiograms in patients receiving azithromycin1. However in April 2012, a recent study concluded azithromycin had a marginal increase in deaths secondary to cardiovascular causes compared to no antibiotics and treatment with amoxicillin5. In this case, a young female with no known history of structural cardiac disease has a cardiac arrest after receiving multiple doses of ondansetron and azithromycin.A 20 year old female presented to an outside hospital with a one week history of nausea, vomiting, and diarrhea. She was transferred to our hospital on 9/11/2011 with persistent nausea and elevated liver function tests. She reported resolution of vomiting and diarrhea but felt weak and lethargic and complained of mild bilateral knee pain with no recent trauma. She also complained of sore throat and mild left ear discomfort. Upon presentation on 9/11/2011, she had significant transaminitis with ALT of 2644 U/L, AST of 1647 U/L, and alkaline phosphatase of 191 U/L. The patient had a total protein of 4.7 g/dL, total bilirubin of 0.6 mg/dL, TSH of 20.797 uIU/mL, sodium of 130 mmol/L, potassium of 5.8 mmol/L, chloride of 89 mmol/L, and bicarbonate of 19 mmol/L, creatinine of 17.1 mg/dL, and calcium of 6.3 mg/dL. Four milligrams of intravenous ondansetron was administered at an outside emergency room on 9/10/2011 at 22:50. Figure 1 shows rhythm strips prior to the patient experiencing cardiac arrest. She has an extensive past medical history which consists of metastatic thyroid cancer status post thyroidectomy and I-331 radiation, idiopathic end-stage renal disease on peritoneal dialysis, community acquired pneumonia, anemia, renal osteodystrophy, hypertension, parathyroidectomy and malnutrition. On 9/11/2011, the patient received four doses of intravenous ondansetron 4 mg at 01:37, 09:21, 15:06, and 23:16. On 9/12/2011, the transaminitis continued with ALT of 2587 U/L, AST of 2121 U/L, alkaline phosphatase of 217 U/L, total protein of 4.2 g/dL, total bilirubin of 0.7 mg/dL, direct bilirubin of 0.4 mg/dL, sodium of 130 mmol/L, potassium of 6.3 mmol/L, chloride of 88 mmol/L, bicarbonate of 18 mmol/L, creatinine of 16.7 mg/dL, and calcium of 5.7 mg/dL. The first dose of intravenous azithromycin 500 milligrams was given at 13:28 for possible community acquired pneumonia. At 14:00, the patient had cardiac arrest with ventricular fibrillation after development of sudden-onset bradycardia and profound hypotension. Cardiac rhythms from this cardiac arrest are included in Figure 2. The patient received CPR, two doses of atropine, two doses of epinephrine, and one dose of calcium chloride with brief return of spontaneous pulses. Patient was intubated, dopamine infusion began, and ventricular fibrillation developed. She was shocked once and given sodium bicarbonate. The cardiac arrest lasted twenty-five minutes and she was transferred to the intensive care unit. The patient did not receive any other oses of ondansetron. Antibiotics were broadened to include: azithromycin, cefepime, ceftriaxone, and linezolid. On 9/13/2011, transaminitis persisted with ALT of 1682 U/L, AST of 712 U/L, alkaline phosphatase of 185 U/L, total protein of 3.5 g/dL, and total bilirubin of 0.6 mg/dL. Other abnormal labs included sodium of 131 mmol/L, potassium of 4.8 mmol/L, chloride of 90 mmol/L, bicarbonate of 23 mmol/L, creatinine of 16 mg/dL, and calcium of 6.4 mg/dL (ionized calcium 0.79). Azithromycin 500 milligrams was administered intravenously at 12:09. Within the next hour, the nurse noted the patient to have large and dilated pupils and increased decerebrate posturing. Bradycardia with ventricular tachycardia resulting in pulseless electrical activity was recorded at 13:14. Figure 3 depicts rhythms from this timeframe. The code began at 13:15 with dopamine infusion and boluses of atropine, epinephrine, calcium chloride, and sodium bicarbonate. She went into ventricular fibrillation and was shocked. The patient had return of spontaneous circulation with sustained ventricular tachycardia after several minutes. Azithromycin was discontinued and electrolytes were corrected. An EKG was taken on 9/13/2011 at 19:09 which showed a corrected QT interval of 499 milliseconds. She did not receive any more doses of ondansetron or azithromycin throughout the admission. CT scan of the head was negative for any acute findings.After the two codes, the patient recovered from anoxic brain injury, anoxic encephalopathy, and shock liver. Electrolytes were corrected daily if needed to avoid repeat cardiac arrests. After correction of electrolytes and discontinuation of azithromycin, the patient's QT interval remained prolonged. It is noted later that she had a prolonged QT interval on an electrocardiogram from a previous admission (3/9/2011) which showed a corrected QT interval of 538 milliseconds. She received an implantable cardioverter-defibrillator during this admission. DiscussionA normal QT interval depends on the balance of sodium and potassium in the heart6. QT prolongation results if cardiac potassium channels are blocked while QRS widening results when sodium channels in the heart are blocked7, 8. HERG is the cardiac potassium channel responsible for the rapid repolarizing current (IKr)7. The QT interval is influenced by the rapid repolarizing current produced by HERG as well as the slow repolarizing current produced by a different cardiac potassium channel KvLQT1 7. Blockage of sodium channels lengthens depolarization and repolarization of the action potential9 which leads to lengthening of the QRS. Patients with prolonged corrected QT intervals greater than 450 milliseconds in men and 460 milliseconds in women are at increased risk of developing arrhythmias6. As the lengthening occurs, the risk of torsade de pointes and ventricular arrythmias increases6.Known risk factors for the lengthening of the QT interval include patients with underlying heart conditions include: 9, 10, electrolyte abnormalities such as hypomagnesemia or hypokalemia10,6, concomitant QT-prolonging medications10, 9, bradycardia9, 10, and female gender9. Medications that increase the QT interval include: macrolides (erythromycin and clarithromycin), droperidol, selective serotonergic reuptake inhibitors, 5-HT antagonists, antipsychotics, fluoroquinolones (ciprofloxacin, levofloxacin, moxifloxacin), methadone, tricyclic antidepressants, antiarrhythmics, tacrolimus, voriconazole10, and now more recently brought to the attention by the FDA are 5-HT3 antagonists.This female patient had several comorbidities including: 6, 9 chronic renal failure11, 12,13, hypothyroidism14 and electrolyte abnormalities6, 10, 9 that can lead to prolonged QT interval and ventricular arrythmias. Because of her young age and lack of cardiac history, her previous prolonged QT interval may have been over looked. In addition to her comorbidities, concomitant medications such as ondansetron and azithromycin, which prolong the QT interval, could have resulted in her cardiac arrest. For years droperidol was commonly used for postoperative nausea and vomiting (PONV) but was found to cause significant QT interval prolongation15. Droperidol is believed to cause QT interval prolongation by blocking the HERG potassium (IK) channel9. Droperidol received a black box warning in 2001 for the potential of QT prolongation and induction of arrhythmias9. In order to avoid this risk of QT interval prolongation and other side effects of droperidol, 5-HT3 antagonists became first-line agents for prevention and treatment of PONV15. After increased usage of ondansetron and other 5-HT3 antagonists, more reports of increased QT prolongation have emerged2. Ondansetron has been shown to block sodium channels which widens the QRS and the cardiac HERG potassium (IK) channel which prolongs the QT interval9. The impact of QT prolongation by droperidol and ondansetron has been compared in a nonrandomized fashion. A study of 16 patients determined that both droperidol and ondansetron increase the QT interval alone and in combination with each other16. In a study of 85 patients with PONV, droperidol 0.75 mg intravenously and ondansetron 4 mg intravenously produced similar QT interval prolongation15. No patients received any other QT interval-prolonging medications. Forty-three patients received 0.75 milligrams of droperidol intravenously while forty-two patients received 4 milligrams of ondansetron intravenously when PONV was experienced. A 12-lead electrocardiogram was obtained at baseline and then 1, 2, 3, 5, 10, and 15 minutes after medication administration. Although the study was nonrandomized, the electrocardiograms were analyzed after completion of the study by one blinded investigator."
2703,Excluded,"[Thyroid and hypophyseal function during radiation therapy of breast cancer] In breast cancer a decrease in triiodothyronine concentration was revealed with the normal level of thyroxine that may be associated with the disturbed peripheral metabolism into triiodothyronine. The lowering of thyroid functional activity is noted during radiation therapy of patients at menopause. Administration of thyroidin during radiation therapy to elderly patients with the III stage of the disease compensated for hormone deficiency producing a sparing effect on the thyroid, and influenced the therapeutic results favorably. A high level of the somatotropic hormone was observed in patients of the reproductive age and at menopause, the level of insulin was increased in all the patients."
885,Included,"Morphological manifestations of functional changes in the hypothalamic pituitary neurosecretory system and kidneys of rats after space flight Morphologic examination of the hypothalamic pituitary neurosecretory system and kidneys of rats flown for 22 d and sacrificed 2 and 27 d postflight was carried out. By histologic and histochemical methods, indications of increased activities of the hypothalamicpituitary neurosecretory system and the juxtaglomerular apparatus of the kidneys were found. The changes were reversible and by the 27th postflight day returned to the normal. It is suggested that the changes in the above systems may be produced not only by flight effects but also by readaptation of animals to 1 g."
771,Excluded,"Progressive reduction of its expression in rods reveals two pools of arrestin-1 in the outer segment with different roles in photoresponse recovery Light-induced rhodopsin signaling is turned off with sub-second kinetics by rhodopsin phosphorylation followed by arrestin-1 binding. To test the availability of the arrestin-1 pool in dark-adapted outer segment (OS) for rhodopsin shutoff, we measured photoresponse recovery rates of mice with arrestin-1 content in the OS of 2.5%, 5%, 60%, and 100% of wild type (WT) level by two-flash ERG with the first (desensitizing) flash at 160, 400, 1000, and 2500 photons/rod. The time of half recovery (t(half)) in WT retinas increases with the intensity of the initial flash, becoming ~2.5-fold longer upon activation of 2500 than after 160 rhodopsins/rod. Mice with 60% and even 5% of WT arrestin-1 level recovered at WT rates. In contrast, the mice with 2.5% of WT arrestin-1 had a dramatically slower recovery than the other three lines, with the t(half) increasing ~28 fold between 160 and 2500 rhodopsins/rod. Even after the dimmest flash, the rate of recovery of rods with 2.5% of normal arrestin-1 was two times slower than in other lines, indicating that arrestin-1 level in the OS between 100% and 5% of WT is sufficient for rapid recovery, whereas with lower arrestin-1 the rate of recovery dramatically decreases with increased light intensity. Thus, the OS has two distinct pools of arrestin-1: cytoplasmic and a separate pool comprising ~2.5% that is not immediately available for rhodopsin quenching. The observed delay suggests that this pool is localized at the periphery, so that its diffusion across the OS rate-limits the recovery. The line with very low arrestin-1 expression is the first where rhodopsin inactivation was made rate-limiting by arrestin manipulation."
428,Included,"Effects of <sup>60</sup>Co on electrical self stimulation of the brain and blood pressure in monkeys The effects of 1000 and 2000 rads <sup>60</sup>Co on electrical selfstimulation of subcortical brain areas and blood pressure were investigated to determine whether radiation induced performance decrement occurs in a like manner for a positively rewarded behavioral task as it does for the more typically studied shock avoidance task. During the early postradiation min. selfstimulation responses decreased or ceased and resumed shortly thereafter, revealing a similar course of performance decrement as seen with shock avoidance, discrimination tasks. Early postradiation hypotension with subsequent recovery paralleled the performance decrement, reproducing the blood pressure behavior correlations seen previously with shock reinforcement. The blood pressure elevating influence of the brain stimulation observed prior to irradiation was diminished or absent during the deep hypotensive stage postradiation, but tended to return min. later. (13 references)."
1582,Included,"Combined effects of various forms of motor deprivation and gamma irradiation on the higher nervous activity in rats. [Russian] Effects of gamma-radiation at a dose of 3 Gy against either antiorthostatic hypodynamia (AOH) or hypokinesia (HK) on formation of the differentiated motor-drinking reflex (DR) were compared. Each of the forms of motor deprivation hindered the elaboration of DR; gamma-irradiation aggravated these disorders. At the same time, AOH led to significantly more severe disturbances in the higher nervous activity including the generalized excitation, pathologic aggressiveness and neurotization of animals. In contrast, hypokinesia stimulated the active elements of behavior which inhibit the passive-defensive behavior and a fear reaction. Therefore, the modifying effect of irradiation becomes apparent only if combined with AOH."
2866,Included,"[Contractile properties of skeletal muscles of rats after flight on ""Kosmos-1887""] Contractile properties of skeletal muscles of rats were investigated using glycerinated muscle preparations that were obtained from Cosmos-1887 animals flown for 13 days (plus 2 days on the ground) and from rats that remained hypokinetic for 13 days on the ground. In the flow rats, the absolute mass of postural muscles remained unchanged while their relative mass increased; this may be attributed to their enhanced hydration which developed during the first 2 days after landing. Strength losses of the postural muscles were less significant than after previous flights. Comparison of the Cosmos-1887 and hypokinesia control data has shown that even 2-day exposure to 1 G after 13-day flight can modify drastically flight-induced changes."
2088,Excluded,"Space, gravity and the physiology of aging: parallel or convergent disciplines? A mini-review The abnormal physiology that manifests itself in healthy humans during their adaptation to the microgravity of space has all the features of accelerated aging. The mechano-skeletal and vestibulo-neuromuscular stimuli which are below threshold in space, result in an overall greater than 10-fold more rapid onset and time course of muscle and bone atrophy in space and the development of balance and coordination problems on return to Earth than occur with aging. Similarly, the loss of functional capacity of the cardiovascular system that results in space and continuous bed rest is over 10 times faster than in the course of aging. Deconditioning in space from gravity deprivation has brought attention to the medical hazards of deconditioning on Earth from gravity withdrawal as in sedentary aging. Though seemingly reversible after periods of 6 months in space or its ground analog of bed rest, it remains to be seen whether that will be so after longer exposures. Both adaptation to space and aging do not merely parallel but converge as disorders of mechanotransduction. Like spaceflight, its analog bed rest telescopes the changes observed with aging and serves as a useful clinical model for the study of age-related deconditioning. The convergence of the disciplines of aging, along with gravitational and space physiology is advancing the understanding and prevention of modern lifestyle medical disorders."
1326,Excluded,"Gamma knife radiosurgery for benign tumors with symptoms from brainstem compression PURPOSE: This study evaluated the role of radiosurgery in the management of symptomatic patients with brainstem compression from benign basal tumors.METHODS AND MATERIALS: Over a 17-year, period 246 patients (202 vestibular schwannomas and 44 meningiomas) with brainstem compression from benign skull-base tumors were managed with Gamma Knife radiosurgery. Median tumor volumes were 3.9 cm(3) (range, 0.8-39.0 mL) and 6.6 mL (range, 1.6-25.1 mL) for vestibular schwannomas and meningiomas, respectively. For both tumors, a median marginal dose of 13 Gy was prescribed. Median follow-up of patients was 65 months for vestibular schwannomas and 60 months for meningiomas. Patients were categorized into four groups on the basis of the tumor-brainstem relationship on neuroimaging.RESULTS: Preservation of function was stratified according to grade of brainstem compression. We analyzed the effect of radiosurgery on symptoms of brainstem compression. The tumor control rate was 100 % for meningioma and 97% for vestibular schwannomas (although 5% required an additional procedure such as a ventriculoperitoneal shunt). In patients with vestibular schwannoma, serviceable hearing was preserved in 72.0%. Balance improved in 31.9%, remained unchanged in 56.5%, and deteriorated in 11.6% of patients who had imbalance at presentation. Balance improved significantly in patients who had less tumor compression (p = 0.0357) after radiosurgery. Symptoms improved in 43.2% of patients with meningioma.CONCLUSION: Radiosurgery is a minimally invasive option for patients with benign basal tumors that indent or distort the brainstem. A high tumor growth control rate and satisfactory rate of neurological preservation and symptom control can be obtained with radiosurgery."
3129,Excluded,"Changes in neocortical function in response to the direct action of optical radiation The action of optical radiation on neocortical bioelectrical activity and on a penicillin-induced epileptic focus was investigated. The direct action of ultraviolet (UV) radiation with wavelengths 280, 310, and 365 nm was shown to increase the amplitude of the spontaneous EEG and to potentiate epileptiform activity, whereas the action of subthreshold radiation with wavelengths of 580 and 630 nm caused a reduction of EEG amplitude and inhibition of epileptiform activity. On the basis of the writers' own results and data in the literature it is postulated that the mechanism of action of UV radiation on neocortical electrical activity is based on changes in permeability of neuronal membranes to Na and K ions and subsequent membrane depolarization, whereas the action of visible radiation leads to thermal injury to the neurons in the irradiated zone, inducing irreversible suppression of their activity and a decrease in amplitude of the EEG."
1557,Excluded,"X-ray and optical stereo-based 3D sensor fusion system for image-guided neurosurgery Purpose: In neurosurgery, an image-guided operation is performed to confirm that the surgical instruments reach the exact lesion position. Among the multiple imaging modalities, an X-ray fluoroscope mounted on C- or O-arm is widely used for monitoring the position of surgical instruments and the target position of the patient. However, frequently used fluoroscopy can result in relatively high radiation doses, particularly for complex interventional procedures. The proposed system can reduce radiation exposure and provide the accurate three-dimensional (3D) position information of surgical instruments and the target position. Method(s): X-ray and optical stereo vision systems have been proposed for the C- or O-arm. Two subsystems have same optical axis and are calibrated simultaneously. This provides easy augmentation of the camera image and the X-ray image. Further, the 3D measurement of both systems can be defined in a common coordinate space. Result(s): The proposed dual stereoscopic imaging system is designed and implemented for mounting on an O-arm. The calibration error of the 3D coordinates of the optical stereo and X-ray stereo is within 0.1 mm in terms of the mean and the standard deviation. Further, image augmentation with the camera image and the X-ray image using an artificial skull phantom is achieved. Conclusion(s): As the developed dual stereoscopic imaging system provides 3D coordinates of the point of interest in both optical images and fluoroscopic images, it can be used by surgeons to confirm the position of surgical instruments in a 3D space with minimum radiation exposure and to verify whether the instruments reach the surgical target observed in fluoroscopic images. Copyright © 2015, CARS."
1047,Excluded,"Dynamics of the bioelectrical activity of the brain in patients with intrasellar pituitary adenomas irradiated with a proton beam. [Russian] Sixty patients with pituitary endosellar adenomas irradiated with the proton beam were examined using EEG prior to and following irradiation in the period ranging from 14 days to 3 years. Fourteen days to three months after the proton irradiation, intensified irritation of the diencephalic structures was recorded. Later on, gradual normalization of bioelectrical activity was observed. Local changes in the temporal lobes, probably associated with the tissue response to irradiation by the proton beam were noted only in 8 out of the 60 patients."
