,Unnamed: 0.1,Unnamed: 0,decision,titleabstract
3201,2444,2444,Excluded,"Electrophysiological characterisation infrared organ Australian [']Little Ash Beetle['] Acanthocnemus nigricans (Coleoptera, Acanthocnemidae). This study characterises response properties sensilla located prothoracic disc organ beetle Acanthocnemus nigricans, intensity response functions temporal coding properties. Warming sensilla red laser accelerated ongoing spiking activity, cessation stimulus suppressed firing revealed extracellular recordings. Convective heat sources also increased sensillum activity, stimuli modalities failed elicit responses. The response threshold   mW/cm latencies ranged   ms. Repeating stimuli frequencies   Hz reliably resolved sensilla. This temporal resolution enables disc sensilla represent behaviourally relevant changes heat stimuli thermally patchy environment. These findings complement knowledge sensory physiology pyrophilous insects hinting two different, elementary orientation strategies evolved three pyrophilous beetle species described. A. nigricans seems best adapted short-range orientation freshly burnt areas."
3204,997,997,Excluded,"Imaging back pain patient. Imaging integral part clinical examination patient back pain; is, however, often used excessively without consideration underlying literature. The primary role imaging identification systemic disease cause back limb pain; magnetic resonance imaging (MRI) excels this. Systemic disease cause back limb pain is, however, rare. Most back radiating limb pain benign nature, owing degenerative phenomena. There role imaging initial evaluation patient back pain absence signs symptoms systemic disease. When conservative care fails, imaging may undertaken due consideration risks: labeling patient suffering degenerative disease, cost, radiation exposure, provoking unwarranted minimally invasive surgical intervention. Imaging well depict disc degeneration disc herniation. Imaging suggest presence discogenic pain, lack pathoanatomic gold standard obviates definitive conclusions. The imaging natural history disc herniation resolution. There poor correlation imaging findings disc herniation clinical presentation course. Psychosocial factors predict functional disability due disc herniation better imaging. Imaging MRI, computed tomography (CT), CT myelography readily identify central canal, lateral recess, foraminal compromise. Only imaging finding concordant patient's pain pattern neurologic deficit causation considered. The zygapophysial (facet) sacroiliac joint thought responsible axial back pain, although less frequency disc. Imaging findings structural changes osteoarthritis correlate pain production. Physiologic imaging, either single-photon emission CT bone scan, heavily T-weighted MRI sequences (short-tau inversion recovery), gadolinium enhancement, detect inflammation predictive axial pain generator."
3207,2597,2597,Excluded,"[Experimental substantiation use CO laser radiation preventing suppuration surgical wound]. It revealed, irradiation experiment spore-forming non-spore-forming microbial cultures, irrespective density growth, accompanied complete destruction density radiant energy [']Scalpel-['] CO-laser equal . J/cm (power density--. W/cm) more, exposure  s."
3210,2676,2676,Excluded,"Annual rate hearing loss falls fractionated stereotactic irradiation vestibular schwannoma. PURPOSE: The rate hearing loss population irradiation investigated determine effect irradiation hearing impairment. METHODS AND MATERIALS: In  patients vestibular schwannoma received fractionated stereotactic irradiation  ,  hearing levels examined  months treatment. The mean time initial examination treatment . months (range: - months), mean time treatment last follow-up . months (- months). Thirty-six  Gy - fractions   weeks given using X-ray beam linear accelerator. Pure tone average (PTA) measured using mean hearing level five frequencies, annual rate hearing loss defined [(hearing loss PTA(dB))/(follow-up period (months)x)]. RESULTS: The actual cumulative curve decrease tumor size  mm .%  years .%  years. The mean hearing loss PTA .+/-. dB (-  dB) initial examination start irradiation .+/-. dB (-  dB) start irradiation last follow-up. The mean annual rates hearing loss irradiation st,nd,rd th years irradiation were, respectively, ., ., ., ., . dB/year. The annual rates hearing loss nd year (P=.) rd year (P=.) significantly slower rate irradiation. CONCLUSIONS: The mean annual rate hearing loss higher irradiation irradiation, hearing loss slowed rather accelerated irradiation. Although hearing loss treatment usually permanent, fractionated stereotactic irradiation suggested effective lower rate hearing loss."
3213,2357,2357,Excluded,"Lu--Based Peptide Receptor Radionuclide Therapy Advanced Neuroendocrine Tumors. Peptide receptor radionuclide therapy (PRRT) systemic cytotoxic radiation therapy using compound beta-emitting radionuclide chelated peptide treatment tumor overexpressed specific cell receptor somatostatin receptor subtype  (SSTR) neuroendocrine tumor (NET). Surgical resection performed curative treatment NETs feasible; however, multi-disciplinary approach needed locally advanced metastasized disease. PRRT lutetium- (Lu-)-labeled somatostatin analogues, new treatment modality targeting metastatic inoperable NETs expressing SSTR, developed successfully used past two decades. As Lu- emits beta- gamma-radiation, ability theragnostic agent NETs compared beta-emitting yttrium- labeled PRRT. Several recent studies reported Lu- gave overall positive response improved patients' quality life. To fully exploit potential, large comparative studies needed assessment distinct efficacies Lu- labeled PRRT. Additionally, extending indications developing new regimens Lu--based PRRT, dedicated clinical research required. Copyright © , Korean Society Nuclear Medicine."
3216,1229,1229,Excluded,"Effects  Hz-modulated  MHz electromagnetic radiation human performance visual memory tasks. PURPOSE: The aim examine low-level  Hz-modulated  MHz radiation effects human performance visually presented neuropsychological tasks associated attention short-term memory. MATERIALS AND METHODS: A homogeneous group  subjects ( female,  male) randomly assigned either exposed (- min, . mW cm(-)) sham-exposed group. A battery three different tests measured attention short-term memory. Task  involved alternately selecting black digits   ascending order white digits   descending order. The time spent task number errors recorded analysed. Task  involved viewing picture  objects  s, followed list  words. The subject required select words representing previously presented objects. In task , array letters  rows ( row) presented, subject required identify examples particular two-letter combination. RESULTS: The tasks   showed significant increase variances errors (p<.) exposed versus sham-exposed group. The task  indicated significant decrease errors (p<.) exposed group. CONCLUSIONS: The data provide additional evidence acute low-level exposure microwaves modulated  Hz affect cognitive processes attention short-term memory."
3219,4583,355,Excluded,"Thoracic lesions found head neck CT & MRI: What every neuroradiologist know Introduction/Objectives Thoracic apical lesions frequently encountered head neck cross-sectional imaging. Besides superior sulcus tumors, apical scarring emphysema, pulmonary pathologies upper lobe predominance commonly captured field view studies. Not uncommonly, neuroradiologists faced management decisions regarding incidental pulmonary nodules pulmonary apices, puzzle reader best next step follow. For first time, Fleischner Society addressed nodules incidentally found incomplete scans apical scarring part last update guidelines incidental pulmonary nodule management. After reviewing exhibit learner able to: . Identify anatomic compartments thoracic inlet seen cross-sectional imaging . Recognize role cross sectional imaging characterization lesions location . List spectrum lesions localized thoracic inlet unique imaging characteristics allow differentiation . Identify recent modifications management apical scarring, solid, subsolid nodules introduced Fleischner Society Guidelines  Materials . Introduction . Case-based review imaging characteristics common lesions location: . Upper lobe predominant pulmonary diseases: scarring, emphysema, respiratory-bronchiolitis, sarcoidosis, pneumoconiosis, Langerhans cell histiocytosis, radiation fibrosis, tuberculosis . Management incidental pulmonary nodules apical scarring . Pancoast tumor . Superior mediastinal lesions pseudo-lesions . Chest wall lesions . Conclusions Results The mentioned entities described illustrated. Conclusions Apical lesions involving thoracic inlet incidental pulmonary nodules common findings cross-sectional imaging head neck. Recognition key imaging findings identify various lesions knowledge guidelines proper decision-making process management incidental pulmonary nodules crucial every neuroradiologist, allow confident decisionmaking process encountered lesions."
3222,495,495,Excluded,"Randomized trial standard pain control without gabapentin pain related radiation-induced mucositis head neck cancer. OBJECTIVE: Radiation-induced mucositis (RIM) chemoradiotherapy (CRT) head neck cancer (HNC) causes severe pain worsens CRT compliance, QOL outcome. Following retrospective reports, conducted randomized trial safety efficacy gabapentin RIM-associated pain CRT. METHODS: HNC patients (pts) receiving CRT randomized standard pain control (SPC) acetaminophen opioids, SPC plus gabapentin (SPC+G). Gabapentin maintained mg/day  weeks CRT. Primary endpoint maximum visual analogue scale (VAS) score CRT, secondary endpoints total opioid dose, changes QOL (EORTC QLQ-C QLQ-HN ) baseline  weeks CRT, adverse events. RESULTS: Twenty-two eligible Stage III IV pts randomly assigned SPC SPC+G (n= each). Twelve treated locally advanced  postoperative setting. Median maximum VAS scores, median total dose opioids maximum VAS total dose opioids  weeks CRT tended higher SPC+G arm ( SPC vs.  SPC+G, p=.; mg vs. .mg, p=.; mg vs. .mg, p=., respectively), without significance. QOL analysis showed significantly worse scores SPC+G arm weight gain (p=.). Adverse events related gabapentin manageable. CONCLUSIONS: This pilot study first prospective randomized trial gabapentin RIM-related pain. Gabapentin apparent beneficial effect. Further research agents RIM-related pain warranted."
3225,2978,2978,Excluded,"The effect DFMO induced uptake [<sup></sup>H] putrescine human glioma cells. Polyamine synthesis inhibitors, alpha-difluoromethylornithine (DFMO), inhibit tumor cell growth vitro vivo. However, upon cessation treatment, tumor growth resumes. We hypothesized incorporation radioactive polyamines might kill growth-arrested cells. This hypothesis previously tested rat L brain tumor cells DFMO increased uptake retention [<sup></sup>H] putrescine. In rat cells, DFMO-induced retention high-specific-activity [<sup></sup>H] putrescine  days resulted several logs killing. In present studies  different human glioma cell lines tested DFMO treatment also showed enhanced uptake exogenous [<sup></sup>H] putrescine, reduced cell counts enhanced killing colony forming cells (CSF). Extending time DFMO treatment cells taken high-specific-activity ( Ci/mmol) [<sup></sup>H] putrescine increased killing. A -day extension resulted ,-fold reduction cumulative cell growth. A -day extension resulted - log decrease numbers surviving CFC. These data support hypothesis suggest DFMO-induced cell cycle arrest enhances cellular retention [<sup></sup>H] putrescine, increasing effective internal radiation dose enough cause proliferative death. In clinical setting, short (~  mum) path-length tritium beta particle limit effects tumor cells spare adjacent normal cells. These support concept treatment combination polyamine inhibitors radioactive polyamines might useful adjunct current therapies glioblastoma multiforme."
3228,2698,2698,Excluded,"Comparison MRI CT scans group psychiatric patients. The authors compared computerized tomography (CT) magnetic resonance imaging (MRI) scans  psychotic patients various diagnoses whose neurologic examinations suggested structural brain abnormalities. Blind readings showed high concordance findings, including ventricle-to-brain ratios, although MRI appeared superior visualizing midline structures identifying atrophic changes. Because requires ionizing radiation, MRI allows multiple studies patient, study family members, recruitment unbiased samples control subjects. Use MRI may help address questions regarding specificity prevalence brain abnormalities observed CT psychotic patients."
3231,1643,1643,Excluded,"Repeated delayed onset cerebellar radiation injuries linear accelerator-based stereotactic radiosurgery vestibular schwannoma. A -year-old woman presented right hearing disturbance vertigo. Magnetic resonance (MR) imaging revealed presence right vestibular schwannoma (VS). Stereotactic radiosurgery (SRS) performed tumor marginal dose  Gy using two isocenters. She followed clinically neuroradiologically using three-dimensional spoiled gradient-echo MR imaging. She experienced temporal neurological deterioration due peritumoral edema right cerebellar peduncle pons months beginning . years SRS, experienced transient right facial dysesthesia hearing deterioration. Ten years SRS, patient presented sudden onset vertigo, gait disturbance, diplopia, dysarthria, nausea. MR imaging demonstrated new lesion right cerebellar peduncle, diagnosed radiation-induced stroke. The patient followed conservatively symptoms disappeared within months.Multiple delayed onset radiation injuries possible sequelae SRS VS."
3234,1939,1939,Excluded,"Toxicology Kr: tissue distribution retention rat. Wistar rats exposed Kr gas atmospheres determine saturation/desaturation kinetics major tissues. Tissue partition coefficients [concentration Kr tissue (muCi/g)/concentration Kr atmosphere (muCi/cc)] determined following equilibration Kr gas. Tissue partition coefficients highest adrenals fat; lowest bone, heart brain. Tissue partition coefficients immature rats, - days age, adults, significantly different. The highest concentrations Kr found fatty tissues gas pockets intestinal lumen."
3237,3752,3752,Excluded,"Markerless surgical robotic system intracerebral hemorrhage surgery. Conventional intracerebral hemorrhage (ICH) surgery uses stereotactic frame access intracerebral hematoma. Using stereotactic frame ICH surgery requires long preparation time. In order resolve problem, propose markerless surgical robotic system. This system uses weighted iterative closest point technology surface registration, hand-eye calibration needle insertion, D surface scanning registration. We need calibration integrate technologies: calibration robot needle coordinates calibration D surface scanning needle coordinates. These calibrations essential elements markerless surgical robotic system. This system advantages non-invasive, short total operation time, low radiation exposure compared conventional ICH surgery."
3238,3876,70,Included,"[Corticosterone receptor binding various brain structures extreme body states]. Studies receptor binding H-corticosterone different brain structures mature Wistar rats single x-irradiation dose . mCoul/kg, short-term vertical vibration, glucocorticoid application, surgical adrenalectomy showed high sensitivity studied structures body level glucocorticoids. Any influences caused redistribution receptor binding H-corticosterone brain structures, marked effect parietal cortex mediobasal hypothalamus, characterized central mechanisms regulation pituitary-adrenal system extreme influences."
3240,3864,58,Excluded,"[Experimental data administration insulin-like growth factor  (IGF-) basic fibroblast growth factor (bFGF) prevention radiation myelopathy]. BACKGROUND: Current models radiation myelopathy provide rationale growth factor-based prevention strategies. Thus, tested whether insulin-like growth factor- (IGF-) basic fibroblast growth factor (bFGF) alone combination modulate radiation tolerance rat cervical spinal cord. MATERIALS AND METHODS: The cervical spinal cord  adult Fisher F rats received total dose - Gy, given single fraction  Gy followed second radiation dose - Gy. Continuous intrathecal infusion bFGF ( rats) saline ( rats) cisterna magna given concomitantly. A experiment included  additional rats treated subcutaneous injection IGF- parallel irradiation total dose  Gy  Gy.  rats received combined treatment, i.e. intrathecal infusion bFGF plus subcutaneous injection IGF-, starting  hours irradiation (total dose  Gy  Gy) total  days. Animals followed myelopathy developed maximum  months. Histopathologic examinations performed post mortem. RESULTS: Treatment bFGF alone IGF- alone increased median time myelopathy significantly. In -Gy group, combination treatment comparable prolongation latency seen. Moreover, rats treated  Gy combined bFGF plus IGF- showed significantly reduced risk myelopathy, (p = ., Figures  ). CONCLUSION: Combination IGF- bFGF potent single agent treatment. We observed significantly reduced myelopathy rate intermediate radiation dose level longer time myelopathy high-dose level. This finding strengthens evidence brief therapeutic decrease radiation-induced neurotoxicity. Further studies undertaken optimize strategy."
3243,1908,1908,Excluded,"Tumor stem cell RNA-loaded dendritic cell vaccine recurrent glioblastoma: A phase  trial. Objective: To evaluate feasibility safety dendritic cells (DC) patients recurrent GBM. administering brain tumor stem cell (BTSC) mRNA-loaded Background: BTSC CD+ contribute GBM propagation associated chemo-radiation resistance, susceptibility immunotherapy known. Here, attempt generate BTSC RNA-loaded DC vaccination novel GBM immunotherapy. Design/Methods: Patients first supratentorial GBM recurrence > weeks radiation underwent resection followed leukapheresis generate CD+ BTSC RNA-loaded DCs. If BTSC RNA could sufficiently obtained, total tumor RNA (ttRNA) used. The first  vaccines administered weekly intervals. An escalating total dose mRNA-loaded DCs (x<sup></sup>, x<sup></sup>, x<sup></sup> per vaccination) evaluated establish MTD DLT. Subsequent vaccines given monthly progression. Following first participant enrollment, bevacizumab FDA approved recurrent GBM, study amended add concurrent bevacizumab. Result(s): Fifty-four subjects enrolled;  ultimately assessed protocol. Fourteen subjects withdrew attempt obtain RNA: patient withdrawal (), disease progression (), death (), adverse events (), unavailable tumor specimen (). One participant evaluated due protocol violation. Among remaining  patients, success rate RNA isolation .%. Seven  patients RNA receive treatment: disease progression (), death (), AEs (), QC failure, patient withdrawal (). Ten patients received BTSC RNA-loaded DCs  received ttRNA-loaded DCs. No DLT observed. The common AE mild fatigue (%). Nine patients experienced grade I II hematologic toxicities. PFS first vaccination . months (.% CM.-.) OS  months (.% CI:.-.). Conclusion(s): ttRNA BTSC RNA-pulsed DCs combination bevacizumab feasible, safe well-tolerated. Immune-monitoring analysis presented."
3246,1291,1291,Excluded,"[Radiotherapy brain metastases]. Experiences reported obtained radiation therapy brain metastases  patients last  years. The treatment lesser extent aimed prolongation survival much attempt alleviate troubles spare pain. The indication thus involved medical points view well ethical ones. The radiotherapy cerebral metastases comprises whole cranial volume requires focal dose minimally  R within four weeks. In % patients, regression neurological symptoms considerable, % even complete, partly beginning already days treatment. The number recurrences small. Under conditions rigorous indication, radiation therapy brain metastases offers rewarding palliative measure."
3249,3894,88,Excluded,"Effects  nm green light refractive status, melatonin, MT receptor, melanopsin guinea pig. PURPOSE: To investigate (i) effect monochromatic light inhibiting induction light-induced melatonin (ii) roles melanopsin MT receptor light-induced myopia guinea pig. METHODS: Forty-eight guinea pigs randomly distributed three treatment groups: white-light (control), green-light ( nm), blue-light ( nm) groups. Levels pineal gland melatonin measured twice daily--: a.m. : p.m.-- days initial light treatment. Thirty additional guinea pigs also assigned groups treated similarly. For latter animals, refractive status, ocular length, vitreous depth measured light treatment. Eight weeks light treatment, retinal sceral levels melanopsin, melatonin receptor type (MT) , mRNA protein determined Western blotting, real-time polymerase chain reaction (RT-PCR), immunohistochemistry. RESULTS: The level pineal gland melatonin green-light group significantly higher blue-light group. Biometric showed guinea pigs green-light group somewhat myopic refractive status. Expressions retinal melanopsin mRNA protein significantly higher blue-light group lower green-light group compared controls. Conversely, expressions MT receptor mRNA protein retina sclera significantly higher green-light group lower blue-light group compared controls. CONCLUSIONS: Green light appears suppress induction melatonin production. In addition,  nm green light involved development myopia. In guinea pig, MT receptor melanopsin appear play roles development myopia induced  nm light."
3252,412,412,Included,"Standard radiotherapy patients nasopharyngeal carcinoma progressive tract-specific brain white matter alterations: A one-year follow-up via diffusion tensor imaging. BACKGROUND AND PURPOSE: Radiation therapy (RT)-induced neurocognitive disability may mediated brain tissue damage. The aim present study investigate effects standard RT normal brain tissue via vivo neuroimaging patients nasopharyngeal carcinoma (NPC). MATERIALS AND METHODS: A total  newly diagnosed NPC patients treated standard RT longitudinally followed multiple time points first year post-RT,  comparable healthy controls followed parallel serving normal age-related benchmarks. Magnetic resonance diffusion tensor imaging used evaluate longitudinal brain white matter tract changes NPC patients. The relationships RT-related white matter changes, hippocampal atrophy, cognitive impairment also assessed. RESULTS: Bilateral cingulate angular bundle (CAB) fibers progressive diffusion reduction [radial diffusivity (RD) mean diffusivity] time (P < ., corrected multiple comparisons) NPC patients first year RT. RT-associated progressive RD reduction left CAB correlated longitudinal atrophy ipsilateral hippocampus (P = .). Additionally, RT-associated progressive RD reduction left CAB correlated progressive cognitive impairment NPC patients post-RT (P = .). CONCLUSION: We present evidence progressive RT-associated changes bilateral CAB NPC patients, may underlie RT-related cognitive impairment. These findings illustrate use white matter tract alterations potential biomarkers detect RT-related brain injury NPC patients may useful better understanding pathogenesis RT-induced cognitive decline."
3255,3979,173,Excluded,"Expression immediate early gene, c-fos, mouse brain acute global system mobile communication microwave exposure. AIMS: To study effect acute exposure global system mobile communication radiofrequency fields immediate early gene, c-fos, expression brain. METHODS: Using purpose-designed exposure system  MHz, mice given single, far-field, whole body exposure  minutes specific absorption rate  W/kg. Control mice sham-exposed freely mobile cage without restraint. c-fos protein expression detected immunohistochemically perfusion-fixed brains. RESULTS: Activation c-fos exposed sham-exposed brains comparable, greatly increased compared freely moving controls. CONCLUSION: These suggest majority acute genomic response detected c-fos expression due immobilisation rather irradiation."
3258,4354,126,Excluded,"Anatomical, functional molecular biomarker applications magnetic resonance neuroimaging MRI magnetic resonance spectroscopy (MRS) along computed tomography PET common imaging modalities used clinics detect structural abnormalities pathological conditions brain. MRI generates superb image resolution/contrast without radiation exposure associated computed tomography PET; MRS spectroscopic imaging technologies allow us measure changes brain biochemistry. Increasingly, neurobiologists MRI scientists collaborating solve neuroscience problems across sub-cellular anatomical levels. To achieve successful cross-disciplinary collaborations, neurobiologists must sufficient knowledge magnetic resonance principles applications order effectively communicate MRI colleagues. This review provides overview magnetic resonance techniques used gain insight active brain anatomical, functional molecular levels goal encouraging neurobiologists include MRI/MRS research tool endeavors."
3261,190,190,Excluded,"Stereotactic Radiosurgery Intracranial Cavernous Malformations. Despite increasing worldwide experience, role stereotactic radiosurgery (SRS) management cerebral cavernous malformations (CMs) remains controversial. Microsurgical excision easily accessible CMs typically safe; therefore, removal remains gold standard symptomatic hemispheric lesions. However, sufficient evidence supporting use SRS difficult cases. Waiting cumulative morbidity natural history justify serve patient's interest, therefore, argue early radiosurgical intervention. Carefully designed randomized controlled trials might resolve controversies concerning role SRS treating cerebral CMs. © ."
3264,1831,1831,Excluded,"Dosimetry estimate effect Gelofusine renal absorbed dose lutetium -DOTA-octreotate. Introduction: Lutetium- DOTA-octreotate (LuTate), radiolabelled somatostatin analogue, delivers targeted radiation neuroendocrine tumours metastases. Healthy tissues also receive significant irradiation. Charged amino acids routinely co-infused block renal proximal tubular LuTate reabsorption. Gelofusine (a succinylated bovine gelatin molecule), proposed interact megalin/cubulin receptor-mediated transporter system, shown reduce renal uptake indium- octreotide. Routine Gelofusine administration limited risk allergic reaction. Aim(s): To utilise personalised dosimetry assess renal radiation risk LuTate therapy additional effect Gelofusine renal absorbed dose LuTate. Material(s) Method(s): Quantitative SPECT images routinely acquired following first therapy cycle estimate accumulated radiation doses delivered kidneys. Five patients demonstrated higher threshold renal radiation dose received additional renal protection Gelofusine future cycles LuTate, repeat dosimetry. Result(s): Gelofusine administration resulted mean reduction renal absorbed biologically effective dose % (range %-%), standard deviation %. Conclusion(s): While administration Gelofusine LuTate therapy reduced renal absorbed radiation dose patients, extent reduction quite variable. Further studies required understand reasons variations."
3267,3984,178,Excluded,"Technological solutions physiological problems: Dipas perspective. Indian boundaries delimited diverse geographical locations ranging frozen Himalayan peaks lacking oxygen hot dry deserts hot humid coastal areas dense jungles. Indian soldiers deployed varied environmental conditions subject detrimental effects extreme environmental excesses. In addition, noise radiation exposure troops significant occupational hazard. The troops Indian Defence Forces expected survive extremes also perform physically mentally discharge military duties effectively. DIPAS working field military physiology past fifty years primary mandate promoting human performance extreme environments. Neurophysiological mechanisms anorexia, High Altitude Pulmonary Edema, cold injuries, memory impairment, sleep pattern high altitude elucidated developing preventive/therapeutic measures. We undertaken various approaches devise strategies productsto improve performance soldiers combat physiological stresses posed harsh environments. Cold, hypoxic environment High Altitude: For treating patients AMS HAPE persons visiting high altitude shorter duration, system improving oxygenation developed form hyperoxic shelters. Nitric Oxide Delivery System treatment HAPE also optimized along formulating Aloe Vera based Alocal cream treat/prevent cold injuries. Acclimatization schedule tenure posting aid rapid acclimatization soldiers high altitude prepared. We also undertaken sleep studies ameliorating effects sleep deprivation disturbed sleep extremes altitude. Electrically heated gloves socks developed extremely cold conditions HA. Sourja, self sustained solar shelter designed DIPAS generate power weather conditions using solar/wind energy provides zero energy based habitability inhospitable environment. Improved Space Heating Devices (Bukhari) designed uses nearly half fuel build CO room used, thus making safe cost effective. We tailored Yoga packages Armed forces performance improvement. Hot dry/humid climate Deserts/Coastal regions/Dense Tropical Jungles: Hypohydration resultant loss water electrolytes body major threats human physiology environments. Soldiers need acclimatize heat order survive border areas. DIPAS designed Vortex cooling systems desert operations combat heat stress. Tanks provide heated microclimate soldier operating it, provide comfort tank crew operating extreme hot conditions, made solid state cooling garment tank crew. Occupational stress environment: Soldiers constantly exposed high intensity noise firing, aircrafts, tanks, etc imperative reduce noise induced hearing loss safeguard them. DIPAS made Carbogen Breathing System % CO<inf></inf> % O<inf></inf> upon inhalation reduces risk noise induced hearing loss. Samudrasuta, indigenous hyperbaric chamber developed research underwater physiology & medicine, treatment decompression illness, hyperbaric oxygen therapy carbon monoxide poisoning, post-operative recovery treatment certain type malignancies."
3270,4645,417,Excluded,"Preparation evaluation polyvinyl alcohol-co-oleylvinyl ether derivatives tumor-specific cytotoxic systems A series poly(vinyl alcohol) amphiphilic derivatives prepared obtain polymeric aggregates aqueous phase holding thermodynamic instability. The aim evaluate ability interact tumor cells eliciting selective cytotoxicity. The poly(vinyl alcohol) derivatives prepared partial substitution poly(vinyl alcohol) (MW  kDa) oleyl chains poly(ethylene glycol) monoethyl ethers (PEGMEE) different molecular weights. The substitution degree .% oleyl chains % PEGMEE chains (moles substituent per  mol hydroxyvinyl monomer). The polyvinyl derivatives obtained easily dissolved water. Dynamic static light scattering polymer aqueous solutions indicated formation polymeric aggregates characterized low polydispersity (.-.) mean size (- nm) range suitable intravenous administration. Moreover, characterized different packing densities thermodynamic instabilities driving polymers interact hydrophobic membranes. Among analyzed polymers, poly(vinyl alcohol)-co-oleylvinyl ether substituted triethylene glycol monoethyl ether (P()) provided solution highest affinity hydrophobic membranes. P(), moreover, cytotoxic toward tumor cell lines analyzed (neuroblastoma: SH-SYY, IMR-, HTLA-. melanoma: MZ-MEL, RPMI.), appreciably alter viability normal resting lymphocytes. The peculiar behavior P() aggregates correlated high thermodynamic instability solution due high packing density triggers polymeric aggregates interact hydrophobic membranes tumor cell membranes, thus eliciting cytotoxicity."
3273,441,441,Included,[Use DNA antibodies detecting DNA radiation injuries bone marrow cell nuclei irradiated animals]. Impairments DNA brain stem cell nuclei X-ray irradiated animals studied early steps irradiation using antibodies single-stranded DNA. A possibility shown detect means immunochemical technique irradiation-induced impairments DNA brain stem cells. Detection impairment possible within  hrs high doses irradiation (.- mCi/kg); lower doses - within first hour postirradiation period. The immunochemical procedure might used early biological detection irradiation impairments well estimation radio-sensitivity nuclear cells effects irradiation radioprotectors.
3276,4084,278,Excluded,"Reversion acute transformation chronic myeloid leukaemia disappearance Philadelphia chromosome. Results heavy chemotherapy, total irradiation autologous bone marrow transplantation. Fatal outcome. [French]. A -year-old woman process acute, nonlymphoblastic transformation chronic myeloid leukaemia (CML) treated heavy chemotherapy, total irradiation autologous bone marrow transplantation. Chemotherapy included thioguanine  mg/m<sup></sup>, cytosine-arabinoside  mg/m<sup></sup>, cyclophosphamide  mg/kg CCNU (lomustine)  mg/m<sup></sup>. This followed total irradiation doses  grays (screened  grays lungs) rate  rad/min. The autologous bone marrow reinjected taken  months transformation ( days end busulfan treatment) frozen using suboptimal program. Cytogenetically, chronic phase CML characterized  XX Phi +/ XX Phi - mosaic. During transformation,  clones evaluated  mitoses:  XX Phi - ( mitoses);  XX Phi + ( mitoses),  XX Phi + additional C ( mitoses). The course disease treatment marked by: () disappearance blast cells; () disappearance  XX Phi + population specific transformation  XX Phi + population. A single, normal  XX Phi - population remained  months bone marrow transplantation: () return normal granulocyte production. However, thrombocytopenia persisted resulted death cerebral haemorrhage th day. No residual blast cell infiltration detected post-mortem. This case shows massive treatment arrest acute transformation CML. It also suggests busulfan provided selective advantages freezing program suboptimal, both, engraftment  XX Phi -component initial mosaic partial incomplete. Finally, may serve model management acute CML transformation using bone marrow autografts."
3279,1875,1875,Excluded,"Automated image enhancement significantly reduces radiation dosage coronary angiographt preserved image quality. Aims: Radiation exposure related adverse events population level. For healthcare workers work related radiation dose allowed limited governing agencies health purposes. Although dosage patients receive relatively limited, low reasonable achievable (ALARA) principle remains applicable. ClarityIQ developed reduce radiation exposure without loss image quality. Methods Results: Diagnostic coronary angiography images left coronary artery (LCA) acquired LAO   cranial angulation hand injected contrast dye. Quality ClarityIQ (% radiation reduction) compared standard image acquisition (% radiation exposure) scored better, good, fair poor operator. Our preliminary data show  patients (mean age .+/-.) enrolled. The mean BMI . kg/m+/-.. All normal kidney function (MDRD >) known previous myocardial infarction LCA. The image quality ClarityIQ images adequate diagnostic quality patients. ClarityIQ considered better quality,  cases image quality good  fair. In one case operator judged images poor based blurred aspect coronary tree, still useful diagnostic coronary angiography. The mean Air Kerma . J/kg ClarityIQ . J/kg standard image acquisition (p<.). Conclusion(s): This study demonstrates novel acquisition technique enhances coronary tree based computer algorithm adequate images acquired reduction % radiation dose. Thus resulting less stochastic effects radiation cath-lab personnel also less deterministic effects patient. Further research needed assess whether ClarityIQ also suitable large patients different angulations."
3282,2817,2817,Excluded,"Spatio-temporal analysis molecular delivery blood-brain barrier using focused ultrasound. The deposition gadolinium ultrasound-induced blood-brain barrier (BBB) openings murine hippocampus investigated. First, wave propagation simulations intact mouse skull revealed minimal beam distortion thermal deposition simulations, sonication parameters used induce BBB opening vivo, revealed temperature increases lower . degrees C. The simulation validated experimentally ex vivo skulls (m = ) vitro tissue specimens. Then, vivo mice (n = ) injected microbubbles (Optison; - microl) sonicated (frequency: . MHz, pressure amplitudes: .-. MPa, burst duration:  ms, duty cycle: %, durations: - shots,  per shot,  interval) left hippocampus, intact skin skull. Sequential, high-resolution, T-weighted MRI (. Tesla, in-plane resolution:  microm, scan time: - min) gadolinium (Omniscan; . ml) injected intraperitoneally revealed threshold BBB opening . MPa BBB closing within  h opening. The contrast-enhancement area gadolinium deposition path monitored time influence vessel density, size location determined. Sonicated arteries, immediate surroundings, depicted greater contrast enhancement sonicated homogeneous brain tissue regions. In conclusion, gadolinium delivered transiently opened BBB contained specific brain region (i.e., hippocampus) using single-element focused ultrasound transducer. It also found amount gadolinium deposited hippocampal region increased acoustic pressure spatial distribution BBB opening determined ultrasound beam, also vasculature targeted brain region."
