,decision,titleabstract
258,Excluded,"Treatment outcome for 757 patients with glioblastoma in 3 population-based neuro-oncology centres Patients with Glioblastoma Multiforme (GBM) havehistorically had a median survival of 9-11 months after surgeryand radiation therapy (RT). The addition of temozolomide(TMZ) to standard of care was supported by the 2005 Stuppstudy, which reported a median survival of 14.6 months.However, variation exists between and within patientpopulations. We examined three geographically distinctCanadian patient populations and evaluated the role of variousprognostic factors. Method(s): Patients with GBM were identified at threeCanadian centres, in two Canadian provinces, from prospectivelycollected databases of population-based neuro-oncology centres(years 2001-2008). Biopsy or extensive surgical debulking of thetumor was undertaken followed by RT, or RT with concomitantTMZ followed by 6-12 cycles of TMZ. MGMT promotermethylation status was assessed when possible. Result(s): A total of 757 patients were analyzed from threecentres: Calgary (n=352), Edmonton (n=211), and Halifax(n=194). The mean age was 60 years, 64% were male, and theoverall median survival was nine months with no differenceamong sites (p=0.90). The median survivals for methylated(n=172) versus otherwise (n=585) was 12 versus 8 months, fordebulking (n=485) versus biopsy (n=272) was 11 versus 5months, and for RT+TMZ (n=423) versus otherwise (n=334) was13 versus 4 months; p<0.001. A wider gradient of mediansurvivals was achieved by assigning a value of 1 for each ofmethylated, debulking, and RT+TMZ and summing to a scorebetween 0 and 3. The median survivals for patients scoring 0(n=135), 1 (n=254), 2 (n=278), and 3 (n=90) were 3, 7, 12, and19 months, respectively. Conclusion(s): Interesting similarities and differences werenoted among the three centres, yet patient outcomes (mediansurvival) were very comparable. Patients undergoing surgicaldebulking of methylated tumors who had both radiation therapyand chemotherapy had the best outcome (median survival 19months)."
879,Excluded,"[Pituitary disorders in patients after traumatic brain injury and radiotherapy]. [Polish] Traumatic brain injury is an important public health problem all over the world. Cranial radiation is routinely and increasingly used to manage various types of tumors. Both traumatic brain injury and brain radiotherapy are a frequent and overlooked cause of abnormalities in hypothalamic-pituitary axis function or sometimes even of overt pituitary disorders altering patients' health and quality of life. Because clinical manifestations may be subtle and develop insidiously many years after injury or radiotherapy, establishing a correct diagnosis is not always straightforward. Diagnosis of hypopituitarism and accurate treatment of pituitary disorders offers the opportunity to improve mortality and outcome in both groups of patients. The purpose of this paper is to review the pathogenesis, clinical manifestations, diagnosis and treatment of traumatic brain injury- or radiotherapy-induced pituitary disturbances with a special emphasis on the most recent literature."
1881,Excluded,"Specificity of vascular endothelial growth factor treatment for radiation necrosis Recently, radiation induced necrosis in the brain has been treated using bevacizumab, an anti-VEGF antibody. We validated the VEGF specificity by comparing the therapeutic efficacy of anti-VEGF with non-specific isotype control antibody. Additionally, we found that VEGF over-expression and RN developed simultaneously, which precludes preventative anti-VEGF treatment."
1992,Included,"Standard radiotherapy for patients with nasopharyngeal carcinoma results in progressive tract-specific brain white matter alterations: A one-year follow-up via diffusion tensor imaging BACKGROUND AND PURPOSE: Radiation therapy (RT)-induced neurocognitive disability may be mediated by brain tissue damage. The aim of the present study was to investigate the effects of standard RT on normal brain tissue via in vivo neuroimaging in patients with nasopharyngeal carcinoma (NPC).MATERIALS AND METHODS: A total of 146 newly diagnosed NPC patients who were treated with standard RT were longitudinally followed up at multiple time points during the first year post-RT, with 19 comparable healthy controls followed up in parallel serving as normal age-related benchmarks. Magnetic resonance diffusion tensor imaging was used to evaluate longitudinal brain white matter tract changes in NPC patients. The relationships between RT-related white matter changes, hippocampal atrophy, and cognitive impairment were also assessed.RESULTS: Bilateral cingulate angular bundle (CAB) fibers had progressive diffusion reduction [radial diffusivity (RD) and mean diffusivity] over time (P < 0.05, corrected for multiple comparisons) in NPC patients during the first year after RT. RT-associated progressive RD reduction in the left CAB correlated with longitudinal atrophy of the ipsilateral hippocampus (P = 0.033). Additionally, RT-associated progressive RD reduction in the left CAB correlated with progressive cognitive impairment in NPC patients post-RT (P = 0.048).CONCLUSION: We present evidence of progressive RT-associated changes in the bilateral CAB in NPC patients, which may underlie RT-related cognitive impairment. These findings illustrate that the use of white matter tract alterations as potential biomarkers to detect RT-related brain injury in NPC patients may be useful for better understanding the pathogenesis of RT-induced cognitive decline."
78,Excluded,"Significant response of radiation induced CNS toxicity to high dose steroid administration Treatment of radiation myelopathy remains a challenge. Supportive and rehabilitative therapy is the mainstay of treatment. This article describes a case of central nervous system (CNS) toxicity of radiation with a progressive improvement in the clinicoradiological picture following high dose steroid treatment. A female patient was admitted to the neurology department of our hospital 7 months after a course of radiotherapy in another centre for lingual epidermoid cancer. Neurological examination revealed a heavy spastic quadriplegia syndrome. On MRI examination, T2 weighted hyperintensities were observed in cerebral and cerebellar peduncles, periventricular regions and medulla spinalis at Th1-Th2 levels. The patient was treated with high dose methylprednisolone, 1 g day(-1) for 5 days (pulse therapy) followed by oral methylprednisolone 80 mg day(-1) for a week, tapered over 3 weeks. Within the first week of pulse therapy, she regained muscle strength of upper limbs against gravity. At the 2 year follow-up, MRI demonstrated obvious regression of the lesions in the medulla and cerebellum with disappearance of contrast enhancement. This case report is notable with the complete disappearance of MRI lesions at the 2 year follow-up after the treatment with high dose steroid."
207,Excluded,"Impact of concomitant systemic treatments on toxicity and intracerebral response after stereotactic radiotherapy for brain metastases BACKGROUND: The aim of this study was to determine the safety and efficacy of fractionated stereotactic radiotherapy (SRT) in combination with systemic therapies (ST) for brain metastases (BM).METHODS: Ninety-nine patients (171 BM) received SRT and concurrent ST (group 1) and 95 patients (131 BM) received SRT alone without concurrent ST (group 2). SRT was planned on a linear accelerator, using volumetric modulated arc therapy. All ST were allowed including chemotherapy (CT), immunotherapy (IT), targeted therapy (TT) and hormonotherapy (HT). Treatment was considered to be concurrent if the timing between the drug administration and SRT did not exceed 1 month. Local control (LC), freedom for distant brain metastases (FFDBM), overall survival (OS) and radionecrosis (RN) were evaluated.RESULTS: After a median follow-up of 11.9 months (range 0.7-29.7), there was no significant difference between the two groups. However, patients who received concurrent IT (n = 30) had better 1-year LC, OS, FFDBM but a higher RN rate compared to patients who did not: 96% versus 78% (p = 0.02), 89% versus 77% (p = 0.02), 76% versus 53% (p = 0.004) and 80% versus 90% (p = 0.03), respectively. In multivariate analysis, concurrent IT (p = 0.022) and tumor volume < 2.07 cc (p = 0.039) were significantly correlated with improvement of LC. The addition of IT to SRT compared to SRT alone was associated with an increased risk of RN (p = 0.03).CONCLUSION: SRT delivered concurrently with IT seems to be associated with improved LC, FFDBM and OS as well as with a higher rate of RN."
2367,Excluded,"Clinical acceptability of SRS treatment of two simultaneous targets with varying magnitudes of rotation error Purpose/Objective(s): We investigated the target rotational errors (i.e., pitch, roll, yaw) and evaluated the dosimetric impact of simultaneous treatment ofmultiple brain lesionswith amono-isocentric technique of using image-guided stereotactic radiosurgery. The Elekta Synergy S with dissociated simultaneous multiple port (dose islands) within a single field. This simultaneous-treatment technique enables us to more efficiently treat two lesions concurrently when each target conforms to the radiosurgery protocol. Materials/Methods:We created a clinical reference plan (CRP), which has optimized dose coverage, conformity, homogeneity, and step-wise fall-off to zero dose.We then applied orthogonal-to-spherical coordinate system transformations about the isocenter, to each individual beam's parameters that simulated the multiple rotational errors for this research. For each patient (n = 10) 24 experimental treatment plan (ETP) calculations were. For each ETP , DVHs were computed for the two PTVs, optic nerves, optic chiasm and brainstem. From all of the DVH data, critical analytical indices were computed and compared to the CRP. These analytical indices include: Coverage, conformity, Dose Homogeneity, and Dose Gradient. A neurosurgical team evaluated the plans and subjectively evaluated the clinical suitability of each plan. The accumulated indices were scored and weighted to obtain a single value, the Unified Dosimetry Index (UDI). The UDI represents a plan's suitability vis-a-vis the CRP. Result(s): From the computed UDIs we observed that ETPs with 1-2 degrees of rotation remain within the defined range of suitability for clinical treatment. Rotation errors greater than 2 degrees resulted in UDI outside the clinically acceptable range. Conclusion(s): Isocenter rotations of 3 degrees or more significantly reduces the quality of clinical SRS treatments. Small lesions are especially vulnerable to loss of dosimetric coverage. SRS treatment setup should have a combined rotational error less than 2.5 degrees to effectively deliver the prescribed radiation dose using multiple brain lesions with mono-isocentric technique."
1677,Excluded,"Seizure control after radiosurgery for cerebral arteriovenous malformations: A 25-year experience OBJECTIVE Seizures are the second-most common presenting symptom in patients with lobar arteriovenous malformations (AVMs). However, few studies have assessed the long-term effect of stereotactic radiosurgery (SRS) on seizure control. The authors of this study assess the outcome of SRS for these patients to identify prognostic factors associated with seizure control. METHODS Patients with AVM who presented with a history of seizure and underwent SRS at the authors' institution between 1987 and 2012 were retrospectively assessed. The total cohort included 155 patients with a mean follow-up of 86 months (range 6-295 months). Primary outcomes assessed were seizure frequency, antiepileptic drug regimen, and seizure freedom for 6 months prior to last follow-up. RESULTS Seizure-free status was achieved in 108 patients (70%), with an additional 23 patients (15%) reporting improved seizure frequency as compared to their pre-SRS status. The median time to seizure-free status was estimated to be 12 months (95% CI 0-27 months) as evaluated via Kaplan-Meier survival analysis. The mean seizure frequency prior to SRS was 14.2 (95% CI 5.4-23.1) episodes per year. Although not all patients tried, the proportion of patients successfully weaned off all antiepileptic drugs was 18% (28/155 patients). On multivariate logistic regression, focal impaired awareness seizure type (also known as complex partial seizures) and superficial venous drainage were significantly associated with a decreased odds ratio for seizure-free status at last follow-up (OR 0.37 [95% CI 0.15-0.92] for focal impaired awareness seizures; OR 0.36 [95% CI 0.16-0.81] for superficial venous drainage). The effects of superficial venous drainage on seizure outcome were nonsignificant when excluding patients with < 2 years of follow-up. AVM obliteration did not correlate with long-term seizure freedom (p = 0.202, chi-square test). CONCLUSIONS This study suggests that SRS improves long-term seizure control and increases the likelihood of being medication free, independently of AVM obliteration. Patients with focal impaired awareness seizures were less likely to obtain long-term seizure relief. Copyright © AANS 2019"
1926,Excluded,"Lung cancer: ASCO 2014 update At the American Society of Clinical Oncology (ASCO) meeting 2014, the most striking abstracts on lung cancer treatment addressed-as expected-aspects of targeted therapy. The most probable practice changing data came from the presentation of the PROFILE 1014 trial dealing with anaplastic lymphoma kinase-positive non-small-cell lung carcinoma patients treated with crizotinib or chemotherapy in the first-line setting, which confirmed a comparable degree of benefit from crizotinib treatment as reported in second-line treatment. After 10 years of epidermal growth factor receptor (EGFR)-directed therapy, there were for the first time reports on phase I data on new agents showing efficacy in tyrosine-kinase inhibitor pre-treated patients with secondary resistance (i.e. T790M mutation). Monoclonal antibodies directed against EGFR and vascular endothelial growth factor receptor given in addition to conventional chemotherapy (SQUIRE and REVEL, respectively) resulted in significant but less impressive results. Notable improvements in overall survival in these two studies were not restricted to patients with adenocarcinoma but proved beneficial in patients with squamous cell carcinoma as well. Unfortunately, as in the aftermath of many past ASCO meetings, there will be no significant changes concerning systemic treatment of small cell lung cancer in the near future. Copyright © 2014, Springer-Verlag Wien."
333,Excluded,"Space motion sickness: incidence, etiology, and countermeasures Space motion sickness is experienced by 60% to 80% of space travelers during their first 2 to 3 days in microgravity and by a similar proportion during their first few days after return to Earth. Space motion sickness symptoms are similar to those in other forms of motion sickness; they include: pallor, increased body warmth, cold sweating, malaise, loss of appetite, nausea, fatigue, vomiting, and anorexia. These are important because they may affect the operational performance of astronauts. Two hypotheses have been proposed to explain space motion sickness: the fluid shift hypothesis and the sensory conflict hypothesis. The fluid shift hypothesis suggests that space motion sickness results from the cranial shifting of body fluids resulting from the loss of hydrostatic pressure gradients in the lower body when entering microgravity. The cranial fluid shifts lead to visible puffiness in the face, and are thought to increase the intracranial pressure, the cerebrospinal-fluid pressure or the inner ear fluid pressures, altering the response properties of the vestibular receptors and inducing space motion sickness. The sensory conflict hypothesis suggests that loss of tilt-related otolith signals upon entry into microgravity causes a conflict between actual and anticipated signals from sense organs subserving spatial orientation. Such sensory conflicts are thought to induce motion sickness in other environments. Space motion sickness is usually treated using pharmaceuticals, most of which have undesirable side effects. Further studies elucidating the underlying mechanism for space motion sickness may be required for developing new treatments. [References: 19]"
2632,Included,"Glycogen synthase kinase 3beta inhibitors protect hippocampal neurons from radiation-induced apoptosis by regulating MDM2-p53 pathway Exposure of the brain to ionizing radiation can cause neurocognitive deficiencies. The pathophysiology of these neurological changes is complex and includes radiation-induced apoptosis in the subgranular zone of the hippocampus. We have recently found that inhibition of glycogen synthase kinase 3beta (GSK-3beta) resulted in significant protection from radiation-induced apoptosis in hippocampal neurons. The molecular mechanisms of this cytoprotection include abrogation of radiation-induced accumulation of p53. Here we show that pretreatment of irradiated HT-22 hippocampal-derived neurons with small molecule inhibitors of GSK-3beta SB216763 or SB415286, or with GSK-3beta-specific shRNA resulted in accumulation of the p53-specific E3 ubiquitin ligase MDM2. Knockdown of MDM2 using specific shRNA or chemical inhibition of MDM2-p53 interaction prevented the protective changes triggered by GSK-3beta inhibition in irradiated HT-22 neurons and restored radiation cytotoxicity. We found that this could be due to regulation of apoptosis by subcellular localization and interaction of GSK-3beta, p53 and MDM2. These data suggest that the mechanisms of radioprotection by GSK-3beta inhibitors in hippocampal neurons involve regulation of MDM2-dependent p53 accumulation and interactions between GSK-3beta, MDM2 and p53."
2542,Included,"Nephrotoxicity profiles and threshold dose values for [177Lu]-DOTATATE in nude mice INTRODUCTION: In peptide receptor radionuclide therapy for neuroendocrine tumors the main dose-limiting tissue is found in the kidneys because of tubular reabsorption and retention of radioactivity. The aim of this study was to quantify late effects in renal cortex of nude mice exposed to high amounts of [(177)Lu]-DOTA-Tyr(3)-octreotate ([(177)Lu]-DOTATATE), and to determine whether a threshold dose value exists for these findings.METHODS: Nude mice were exposed to 90, 120 or 150 MBq of [(177)Lu]-DOTATATE. Renal toxicity was evaluated up to 6 months after injection. Blood samples were collected to examine renal functional markers, and after sacrifice at 6 months changes in renal morphology were explored. Tissue damage was estimated by quantifying the relative area of the different subunits in the renal cortex using point counting. Additional morphological signs of radiation damage were also noted. The absorbed doses to the kidneys were estimated by previously determined kidney pharmacokinetics and Monte Carlo simulations for different assumptions regarding the activity distribution.RESULTS: Increased serum creatinine and urea values indicated long-term renal toxicity. The tissue area occupied by proximal tubules decreased with increasing doses of [(177)Lu]-DOTATATE, whereas the other subunits in cortex slightly increased. The mean absorbed dose in the renal cortex for [(177)Lu]-DOTATATE was estimated to be 35-58 Gy for the different groups of animals. A dose-response relationship was observed for proximal tubular damage, and a threshold dose value of 24 Gy (BED 37 Gy) was determined.CONCLUSIONS: Selective morphological changes in kidney cortex of nude mice were quantified and appeared in a dose dependent manner after injection of high amounts of [(177)Lu]-DOTATATE."
63,Excluded,"On-demand Gamma Knife combined with BRAF inhibitors for the treatment of melanoma brain metastases Background: Both Gamma-Knife radiosurgery (GKRS) and BRAF-inhibitors (BRAF-I) have been shown to be useful in melanoma patients with brain metastases (BM), thus suggesting that it could be interesting to combine their respective advantages. However cases of radiosensitization following conventional radiation therapy in BRAF-I treated patients have raised serious concerns about the real feasibility and risk/benefit ratio of this combination. Method(s): Blind review by 2 independent observers of brain MRI follow-up pictures and survival assessment in all patients who had been treated by GKRS and BRAF-I at a single institution. Result(s): Among53 GKRS performed in 30 patients who ever received BRAF-I and GKRS, 33 GKRS were performed in 24 patients while under BRAF-I treatment, from which only 4 with an interruption of BRAF-I. The 20 other GKRS were performed in 15 patients (including 9 of the 24) before initiation of BRAF-I treatment. Out of the 263 BM treated, only 3 edemas and 3 hemorrhages were detected within 2 months after GKRS and 4 edemas and 7 hemorrhages were detected later. No case of BM radiation necrosis and no scalp radiation dermatitis occurred. Neither the MRI features nor the incidence of the rare adverse events were deemed unexpected in such a population of melanoma BM. Median survival from first GKRS and first dose of BRAF-I was 24.7, and 48.8 weeks, respectively. Conclusion(s): This series does not show immediate radiotoxicity nor radiation-recall, in melanoma patients with BRAF-I whose BM are treated by GKRS. Interrupting BRAF-I for stereotactic radiosurgery of BM seems useless, although it is still advised for other radiation therapies. Overall very favorable survival figures suggest to test the potential benefit of combining stereotactic radiosurgery and BRAF-I."
375,Excluded,"Clinical approach and surgical strategy for spinal disorders in pregnant women Introduction: Spinal diseases that require urgent surgical treatment are rare during pregnancy. There are many important diagnostic and therapeutic aspects that must be taken into account in such situations, especially if there is an acute indication for surgery. The data is available only in the form of case reports. Method(s): The study included consecutive pregnant patients who underwent spinal surgery at five neurosurgical high-volume centers between 2010 and 2017. Preoperative, operative, and postoperative clinical data were derived from medical records. Result(s): Overall, 23 pregnant patients were assigned to acute spinal surgery. Two of them underwent preoperative cesarian section in the 34th and 32th week. The other 21 patients underwent surgery during pregnancy. Three patients were operated upon twice or more during the same pregnancy. The median age was 33 years (min 22, max 41 years). The median gestational age was 13 completed weeks (min 7, max 34 weeks). The indications were: n = 14 lumbar herniated intervertebral discs presenting with cauda equina syndrome in 4 cases, high graded motor deficit in 7 cases, and acute pain in 3 cases; n = 4 unstable spine injuries; n = 1 intramedullary tumor with paraparesis; n = 1 paraspinal infection; n = 1 swann cell nerve root tumor presenting with higher graded paresis. Perioperative pregnancy monitoring was done with an ultrasound or ultrasound plus CTG after the 24th week of gestation in the majority of cases. All surgeries were performed under general anaesthesia (balanced anaesthesia n = 12, total intravenous anaesthesia n = 9). Median duration of surgery was 90 min (min 41, max 240). 15 patients were placed in a prone position and 6 in a right or left lateral decubitus position depending on the gestational age and the type of surgery. In 9 cases no intraoperative fluoroscopy was done, in 12 cases fluoroscopic verficiation of spine level or guidance of instrumentation placement was performed with a median fluoroscopic time of 6 s (min 1, max 24 s). No postoperative neurosurgical complications occured. Two patients underwent medical abortion due to radiation exposure before the pregnancy was diagnosed. Among the other 19 patients, 2 suffered transient gestational diabetes, and one patient presented with vaginal bleeding without any signs for fetal complications. According to our current follow-up data, no miscarriages, stillbirths or other severe obstetric complications occured during the further courses of pregnancy. All patients improved neurologically after the surgery. Conclusion(s): Spinal surgical procedures during pregnancy seem to be generally safe. Nevertheless, the indication for surgery has to be very strict and surgical procedures during pregnany should be reserved for emergency cases with acute or threatening neurological deficit. For pregnant patients the surgical strategy should be individually tailored for the mother and the fetus."
498,Excluded,"Intraoperative ISO-C C-arm navigation surgery for spinal and pelvic trauma Introduction: In patients with spinal or pelvic injuries caused by high-energy trauma, reconstructive surgery is performed so as to prevent complications and achieve early rehabilitation. Siremobil Iso- C3D (Siemens, Germany) is a mobile C-arm (Iso-C) that can reconstruct 3D images and allow surgeons to perform navigation surgery more accurately and quickly through the intraoperative evaluation of the 3D anatomy. Intraoperative use of fluoroscopy can therefore be reduced, minimizing radiation exposure to patients and medical staff. This report discusses the usefulness and safety of navigation surgery using Iso-C performed on patients with spinal or pelvic trauma. Subjects and methods: Two hundred and ninty patients with spinal or pelvic injuries who received instrumentation surgery using both Iso-C and a navigation system were recruited as subjects (131 with cervical spinal injuries, 126 with thoracolumbar spinal injuries, and 33 with pelvic trauma). All subjects received implants intraoperatively based on 3D images obtained using Iso-C. Screws used included the following: 1,435 pedicle (553 for the cervical spine and 882 for the thoracolumbar spine), 86 cervical lateral mass, 6 odontoid, 112 iliac, and 10 iliosacral. Accuracy of screw insertion was postoperatively evaluated with thin-slice CT (1.25 mm thickness). Grade 1 was assigned to screws that were correctly inserted within the bone cortex. Grade 2 was assigned to those where the screw thread penetrated through the bone cortex but where the deviation was less than 2 mm, while grade 3 was assigned to those for which the deviation was greater than 2 mm. Intraoperative radiation exposure time was also recorded. Result(s): No complications such as neurovascular damage were associated with surgery. Postoperative CT evaluation of the accuracy of screw insertion revealed that grades 2 and 3, were only observed with pedicle screws. For the cervical spine, 10 and 4 screws were defined as grades 2 and 3, respectively, while for the thoracolumbar spine, 22 and 7 were respectively categorized as grades 2 and 3. The rate of faulty insertions was 2.9% for pedicle screws. The average radiation exposure time needed to obtain intraoperative 3D images was 2.2 min. Discussion and conclusion: Reconstructive surgery for spinal or pelvic trauma is likely to be performed urgently and requires secure initial fixation. Computer navigation systems improve the accuracy of surgical procedures by functioning as surgeons' ''second eyes,'' and can be applied during urgent surgery. Moreover, these systems can reduce radiation exposure and thus increase the safety of patients and medical staff."
1775,Included,"Alteration of Interneuron Immunoreactivity and Autophagic Activity in Rat Hippocampus after Single High-Dose Whole-Brain Irradiation The effects of high dose gamma radiation on brain tissue are poorly understood, with both limited and major changes reported. The present study compared the effects of gamma irradiation on the expression of interneuron markers within the hippocampal cornu ammonis 1 (CA1) region with expression in control matched rats. This area was chosen for study because of its well-characterized circuitry. Male Sprague-Dawley rats were exposed to 60 Gy of whole brain gamma radiation and after 24 or 48 hours, the brains were removed, fixed and sectioned to quantitate expression of parvalbumin (PV), calbindin-D28K (CB), reelin, neuropeptide-Y (NPY), and somatostatin. All of these markers increased in expression over the first 48 hours, except NPY, which decreased. This provides novel information on changes in gene expression in the hippocampal interneurons following radiation. Staining for Beclin 1, a marker of autophagy, increased most strongly in the subgranular zone (SGZ) of the dentate gyrus (DG). Overall, the results are consistent with the hypothesis that increased intracellular calcium follows irradiation, leading to an increased expression of calcium binding proteins. Increased autophagy occurs in the neurogenic zone of the dentate hilus, consistent with reduced effective neurogenesis after irradiation."
2892,Excluded,"Senescent vision: is it all the fault of the lens? Visual decrement correlated with age is often attributed to a progressive deterioration in the optical quality of the ocular media, notably the crystalline lens. Experimental evidence is presented to test the extent to which this hypothesis can be sustained. Recent data on lenticular scatter are shown to be useful in the visualisation and photography of cataract in man."
2817,Excluded,"Treatment of brain metastases of renal cell cancer with combined hypofractionated stereotactic radiotherapy and whole brain radiotherapy with hippocampal sparing Renal cell cancer patients with brain metastatic disease generally have poor prognosis. Treatment options include surgery, radiotherapy, targeted therapy or best supportive care with respect to disease burden, patient preference and performance status. In the present case report the radiotherapy technique combining whole brain radiotherapy with hippocampal sparing (hippocampal avoidance whole brain radiotherapy HA-WBRT) and hypofractionated stereotactic radiotherapy (SRT) of the brain metastases is performed in a patient with metastatic renal cell carcinoma. HA-WBRT was administered to 30 Gy in 10 fractions with sparing of the hippocampal structures and SRT of 21 Gy in 3 fractions to brain metastases which has preceded the HA-WBRT. Two single arc volumetric modulated arc radiotherapy (VMAT) plans were prepared using Monaco planning software. The HA-WBRT treatment plan achieved the following results: D2=33.91 Gy, D98=25.20 Gy, D100=14.18 Gy, D50=31.26 Gy. The homogeneity index was calculated as a deduction of the minimum dose in 2% and 98% of the planning target volume (PTV), divided by the minimum dose in 50% of the PTV. The maximum dose to the hippocampus was 17.50 Gy and mean dose was 11.59 Gy. The following doses to organs at risk (OAR) were achieved: Right opticus Dmax, 31.96 Gy; left opticus Dmax, 30.96 Gy; chiasma D max, 32,76 Gy. The volume of PTV for stereotactic radiotherapy was 3,736 cm3, with coverage D100=20.95 Gy and with only 0.11% of the PTV being irradiated to dose below the prescribed dose. HA-WBRT with SRT represents a feasible technique for radiotherapy of brain metastatic disease, however this technique is considerably demanding on departmental equipment and staff time/experience."
1260,Excluded,"Reliability of motor cortex transcranial magnetic stimulation in four muscle representations OBJECTIVE: Motor cortex plasticity may underlie motor recovery after stroke. Numerous studies have used transcranial magnetic stimulation (TMS) to investigate motor system plasticity. However, research on the reliability of TMS measures of motor cortex organization and excitability is limited. We sought to test the reliability of these TMS measurements.METHODS: Twenty healthy volunteers were tested twice over a two-week period using TMS to determine motor threshold, map topography, and stimulus-response curves for first dorsal interosseous (FDI), abductor pollicis brevis (APB), extensor digitorum communis (EDC), and flexor carpi radialis (FCR) muscles.RESULTS: We found moderate to good test-retest reliability TMS measurements of motor threshold (ICC=0.90-0.97), map area (ICC=0.63-0.86) and location (ICC=0.69-0.86), and stimulus-response curves (ICC=0.60-0.83).CONCLUSIONS: TMS assessments of motor representation size, location, and excitability are generally reliable measures, although their reliability may vary according to the muscle under investigation.SIGNIFICANCE: These results suggest that TMS measurements of motor cortex function are reliable enough to be potentially useful in investigation of motor system plasticity."
2557,Included,"The protective effect of dexamethasone against radiation damage induced by interstitial irradiation in normal monkey brain OBJECTIVE: The protective effect of dexamethasone against radiation damage is unclear. We examined the effect of early treatment of high-dose dexamethasone on iridium-192-induced damage to normal brain tissue.METHODS: Brain damage induced by interstitial irradiation with iridium-192 was evaluated with sequential magnetic resonance imaging and proton magnetic resonance spectroscopy in 11 adult monkeys, with or without short-term high-dose dexamethasone treatment. Dexamethasone (1 mg/kg of body weight/d) was administered intramuscularly to five irradiated animals every 24 hours, beginning 2 days before and ending 7 days after irradiation. Magnetic resonance imaging and proton magnetic resonance spectroscopy were performed 1 week, 1 month, and 3 months after irradiation.RESULTS: Magnetic resonance imaging performed 1 week after irradiation revealed marked edema in five nontreated animals. In dexamethasone-treated animals, the volume of edema was reduced significantly, compared to that of nontreated animals, 1 week and 1 month after irradiation. The volume of ring enhancement in dexamethasone-treated animals was also reduced significantly, compared to that of nontreated animals, 3 months after the irradiation. Proton magnetic resonance spectroscopy spectra revealed that N-acetylaspartate and choline peaks were reduced 1 week after irradiation in both groups. However, there were no statistically significant differences between the two groups at any time points.CONCLUSION: These results suggest that dexamethasone treatment may have an antiedema effect at an early stage and may modify subsequent development of vascular and inflammatory changes but may have no effect of preventing radiation-induced necrosis and the reduction of N-acetylaspartate after brachytherapy."
316,Included,"The biosensitivity of certain organs in rats exposed to low doses of gamma-radiation Trace elements as Fe, Cu, Zn and Ca are essential for life. They approximately involved in all living processes, they play an important role in the hormones and enzymes activities. The present study demonstrate the biosensitivity of certain organs (spleen, intestine, heart and brain) in rats exposed to low doses of gamma-radiation by determine the effectiveness on essential metal levels. Rats were exposed to 0.06, 0.126 and 0.227Gy as a total doses at a low dose rate 2.5mGy/h by two models of exposure, continuous and fractionated (along one and two weeks). Results indicated that the metal levels affected by the time exposure and organ sensitivity. Continuous exposure manifested increase in brain Fe, spleen Cu and Ca and decrease Ca in intestine and brain at all doses. After one week, intestine Cu and heart Zn decreased. After two weeks, decrease in Fe levels was observed in intestine, heart and brain at all doses. Also heart Zn and brain Ca decreased, Ca heart increased where Cu exhibit elevation in spleen and lowering in intestine at all doses. The statistic analysis presented significant effect between groups according the time factor and/or dose levels on Fe and Ca in all organs. Also significant effect present in Zn levels due to the time factor and/or dose levels in all organs except intestine. In conclusion, the rat organs have been responded to the low doses of gamma-radiation at low dose rate by significant changes in essential metals concentrations. © 2013 The Egyptian Society of Radiation Sciences and Applications."
1713,Excluded,"Learning Vector Quantization with Training Count (LVQTC) Kohonen's learning vector quantization (LVQ) is modified by attributing training counters to each neuron, which record its training statistics. During training, this allows for dynamic self-allocation of the neurons to classes. In the classification stage training counters provide an estimate of the reliability of classification of the single neurons, which can be exploited to obtain a substantially higher purity of classification. The method turns out to be especially valuable in the presence of considerable overlaps among class distributions in the pattern space. The results of a typical application to high energy elementary particle physics are discussed in detail. Copyright 1997 Elsevier Science Ltd."
